C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_34_292.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_34_292.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_34_292.jpg, 0, 0, 0, 7.831142E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_34_393.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_34_393.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_34_393.jpg, 0, 0, 0, 7.801042E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_34_496.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_34_496.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_34_496.jpg, 0, 0, 0, 7.804184E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_34_605.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_34_605.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_34_605.jpg, 0, 0, 0, 7.823754E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_34_711.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_34_711.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_34_711.jpg, 0, 0, 0, 7.965475E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_34_817.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_34_817.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_34_817.jpg, 0, 0, 0, 7.858489E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_34_924.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_34_924.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_34_924.jpg, 0, 0, 0, 7.829737E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_026.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_026.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_026.jpg, 0, 0, 0, 7.792262E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_129.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_129.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_129.jpg, 0, 0, 0, 7.998704E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_230.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_230.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_230.jpg, 0, 0, 0, 7.786736E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_336.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_336.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_336.jpg, 0, 0, 0, 7.82751E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_438.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_438.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_438.jpg, 0, 0, 0, 7.832898E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_541.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_541.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_541.jpg, 0, 0, 0, 7.79705E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_643.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_643.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_643.jpg, 0, 0, 0, 7.807398E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_748.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_748.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_748.jpg, 0, 0, 0, 7.822974E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_851.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_851.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_851.jpg, 0, 0, 0, 7.830219E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_35_957.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_35_957.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_35_957.jpg, 0, 0, 0, 7.840063E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_36_060.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_36_060.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_36_060.jpg, 0, 0, 0, 7.82042E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_36_165.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_36_165.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_36_165.jpg, 0, 0, 0, 7.774895E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_36_266.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_36_266.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_36_266.jpg, 0, 0, 0, 7.820096E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_36_372.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_36_372.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_36_372.jpg, 0, 0, 0, 7.888068E-05
C:\Users\ComingWar\Desktop\Data\IMG\center_2020_11_05_07_59_36_475.jpg, C:\Users\ComingWar\Desktop\Data\IMG\left_2020_11_05_07_59_36_475.jpg, C:\Users\ComingWar\Desktop\Data\IMG\right_2020_11_05_07_59_36_475.jpg, 0, 0, 0, 7.808987E-05
